profile_id,email,phone_number,first_name,last_name,city,region,country,timezone,source,subscriptions,consent_status,email_subscribed,sms_subscribed,created,updated,predicted_clv_1y,predicted_clv_lifetime,churn_risk,predicted_gender,average_days_between_orders,average_order_value,total_revenue,expected_date_of_next_order,historic_clv,historic_number_of_orders,custom_properties
klv_cust2877279755,user1165@example.com,+15553144023,David,Patel,London,ON,Australia,America/New_York,social,{},subscribed,True,True,2023-11-04 01:01:58,2024-05-30 17:54:56,68.31,229.06,medium,unknown,117.8,99.38,413.86,2025-09-16 18:02:27,533.27,7,{}
klv_cust4602080228,user1166@example.com,+15555936865,Carol,Smith,Toronto,Greater London,Canada,America/New_York,landing_page,{},subscribed,True,True,2022-06-14 05:11:50,2025-01-18 13:14:46,146.03,690.65,high,female,87.9,74.64,543.7,2025-10-12 20:49:45,347.87,1,{}
klv_cust8617360361,user1167@example.com,+15559955423,Alice,Jones,Sydney,NSW,United Kingdom,America/New_York,social,{},subscribed,True,False,2022-07-01 15:39:54,2024-11-22 07:28:58,332.73,1080.41,high,unknown,74.7,84.83,289.34,2025-09-20 14:17:18,213.92,6,{}
klv_cust9717175839,user1168@example.com,+15556735142,Bob,Chen,New York,ON,United Kingdom,America/New_York,social,{},subscribed,False,False,2022-05-10 10:56:44,2024-11-25 20:20:45,330.86,885.82,medium,unknown,98.8,62.43,659.26,2025-04-18 22:57:15,506.48,1,{}
klv_cust9558091177,user1169@example.com,+15554862166,Eve,Patel,Los Angeles,Greater London,United Kingdom,America/New_York,social,{},subscribed,True,False,2022-10-20 15:13:45,2024-12-27 13:53:37,130.9,592.46,low,unknown,87.9,95.73,401.22,2025-05-06 06:04:15,232.93,3,{}
klv_cust3107125807,user1170@example.com,+15551339018,Bob,Patel,Los Angeles,CA,United States,America/New_York,landing_page,{},subscribed,True,False,2022-03-18 21:24:30,2024-03-01 23:03:23,55.32,219.94,high,female,67.7,117.38,429.42,2025-09-16 21:14:36,141.86,1,{}
klv_cust9337145038,user1171@example.com,+15556054200,Bob,Chen,Toronto,Greater London,India,America/New_York,landing_page,{},subscribed,True,False,2023-10-18 11:20:58,2024-08-13 22:10:55,112.47,561.02,low,female,99.5,103.75,214.21,2025-12-26 21:40:09,439.37,2,{}
klv_cust2854772804,user1172@example.com,+15554816039,Eve,Jones,Sydney,ON,Australia,America/New_York,social,{},subscribed,True,False,2022-04-05 12:25:05,2025-02-03 05:51:39,253.54,1025.6,medium,unknown,82.7,82.39,197.22,2025-07-26 00:25:18,276.56,9,{}
klv_cust8132531532,user1173@example.com,+15552078514,David,Kim,Sydney,NY,Canada,America/New_York,social,{},subscribed,True,False,2023-08-22 14:38:08,2024-08-24 19:28:01,249.77,838.45,high,unknown,119.4,76.5,766.19,2025-09-21 14:02:58,95.02,5,{}
klv_cust7951902330,user1174@example.com,+15557662627,Eve,Patel,New York,Greater London,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2023-07-25 15:11:38,2024-08-18 15:50:55,57.15,191.6,medium,female,43.9,52.53,434.61,2025-10-19 13:06:50,504.3,12,{}
klv_cust4427620889,user1175@example.com,+15553459309,Eve,Patel,London,NSW,United States,America/New_York,social,{},subscribed,True,False,2022-10-16 12:02:12,2025-01-02 08:30:10,123.71,435.41,winback,female,53.6,55.44,791.44,2025-09-18 16:32:15,322.5,10,{}
klv_cust4062777850,user1176@example.com,+15559655009,Eve,Patel,New York,NSW,United States,America/New_York,shopify,{},subscribed,True,False,2023-08-10 16:49:29,2024-09-06 06:55:44,155.06,737.01,low,male,63.6,47.01,678.32,2025-05-16 08:16:02,338.36,6,{}
klv_cust5647317872,user1177@example.com,+15551593217,Carol,Kim,Los Angeles,ON,United States,America/New_York,landing_page,{},subscribed,True,False,2022-07-29 08:53:22,2025-02-07 15:51:23,103.95,297.79,low,unknown,88.3,99.56,370.14,2025-04-27 10:06:00,178.29,1,{}
klv_cust5957341287,user1178@example.com,+15551747155,Carol,Jones,Sydney,CA,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-05-17 05:40:33,2025-01-15 06:38:21,59.98,160.84,high,male,35.5,107.95,383.17,2025-08-03 07:21:49,445.63,3,{}
klv_cust3722583581,user1179@example.com,+15551846891,Carol,Smith,New York,CA,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-02-11 21:52:49,2024-06-21 17:30:31,91.24,444.63,low,male,73.2,73.03,56.01,2025-08-17 09:38:42,578.92,2,{}
klv_cust8471762590,user1180@example.com,+15559808009,Alice,Jones,London,NY,United States,America/New_York,social,{},subscribed,True,True,2023-08-25 07:00:11,2024-09-30 06:31:33,215.21,627.5,high,unknown,57.3,107.07,151.33,2025-07-26 22:26:46,303.54,1,{}
klv_cust6655089949,user1181@example.com,+15552085696,Bob,Chen,Sydney,NSW,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-11-03 18:32:14,2024-02-13 06:53:07,264.4,1146.35,low,unknown,74.4,67.82,793.28,2025-12-22 07:05:29,364.95,1,{}
klv_cust1457632732,user1182@example.com,+15553687210,Carol,Smith,London,NY,United States,America/New_York,landing_page,{},subscribed,True,False,2023-03-22 18:32:05,2024-02-01 12:21:53,219.18,734.58,high,female,95.7,51.7,414.61,2025-07-21 21:54:59,190.45,5,{}
klv_cust6618965944,user1183@example.com,+15555502671,Carol,Kim,London,CA,United Kingdom,America/New_York,shopify,{},subscribed,False,True,2023-06-22 11:54:42,2024-08-14 10:03:46,93.82,313.61,medium,male,75.1,80.59,406.85,2025-06-07 19:18:26,124.62,6,{}
klv_cust2158638062,user1184@example.com,+15554614148,Alice,Jones,Los Angeles,NY,United Kingdom,America/New_York,landing_page,{},subscribed,False,False,2022-10-22 18:02:19,2025-01-20 20:23:30,240.17,826.33,medium,unknown,71.3,67.01,587.14,2025-08-21 07:22:09,542.72,12,{}
klv_cust1569113257,user1185@example.com,+15557058150,David,Kim,Sydney,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2023-05-19 00:40:19,2024-09-16 07:34:06,231.55,1068.96,low,male,59.2,49.38,237.25,2025-05-24 17:53:35,76.28,9,{}
klv_cust6099808894,user1186@example.com,+15552953870,Bob,Patel,London,CA,United States,America/New_York,shopify,{},subscribed,True,True,2023-04-14 01:42:12,2024-04-05 21:43:03,264.55,998.51,medium,unknown,105.3,37.95,274.37,2025-07-04 20:44:23,223.6,2,{}
klv_cust2752536389,user1187@example.com,+15559462199,Alice,Patel,London,NY,United States,America/New_York,social,{},subscribed,True,False,2023-12-28 07:24:08,2024-07-20 11:49:30,221.9,654.19,low,unknown,71.1,47.04,654.72,2025-05-08 08:57:49,232.34,11,{}
klv_cust1112794026,user1188@example.com,+15558181559,David,Chen,London,NSW,Canada,America/New_York,shopify,{},subscribed,True,True,2023-04-19 10:27:31,2025-01-21 01:22:50,67.29,318.69,high,female,43.1,51.49,612.73,2025-06-26 02:49:54,476.27,2,{}
klv_cust9989642546,user1189@example.com,+15559985289,David,Jones,London,ON,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-06-11 03:18:06,2024-10-08 20:30:29,248.37,725.9,medium,unknown,44.6,99.27,245.33,2025-10-26 13:19:44,370.59,6,{}
klv_cust2654584280,user1190@example.com,+15559942903,Carol,Jones,Sydney,Greater London,Australia,America/New_York,landing_page,{},subscribed,True,False,2022-04-25 00:21:21,2024-05-12 11:49:27,122.84,547.87,low,male,30.2,36.0,648.54,2025-06-14 17:37:23,295.51,8,{}
klv_cust6548442140,user1191@example.com,+15555319527,David,Smith,New York,NSW,Australia,America/New_York,landing_page,{},subscribed,True,False,2022-11-11 20:41:40,2024-04-17 13:22:14,311.55,795.33,low,unknown,76.4,117.85,135.52,2025-09-12 00:15:32,491.05,8,{}
klv_cust9953716239,user1192@example.com,+15556732312,David,Patel,Toronto,NY,United States,America/New_York,shopify,{},subscribed,True,True,2022-02-22 16:44:00,2024-03-17 19:18:49,153.11,475.32,low,female,111.0,67.15,135.52,2025-05-27 14:25:36,456.68,5,{}
klv_cust5201221330,user1193@example.com,+15551238561,Bob,Jones,Los Angeles,CA,United States,America/New_York,social,{},subscribed,True,False,2022-09-18 12:01:23,2025-01-16 07:38:06,204.01,643.26,medium,unknown,69.0,59.44,589.59,2025-05-08 07:13:34,194.18,5,{}
klv_cust2635231601,user1194@example.com,+15554175866,Carol,Patel,London,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2022-10-07 01:44:28,2024-11-08 01:29:56,29.32,113.79,high,female,95.7,46.59,669.69,2025-09-19 07:20:43,471.19,8,{}
klv_cust5891280823,user1195@example.com,+15552989946,Eve,Chen,Sydney,CA,United States,America/New_York,landing_page,{},subscribed,True,True,2023-02-09 05:36:20,2024-10-02 01:51:42,121.05,542.6,winback,unknown,81.4,35.2,530.58,2025-04-28 07:48:18,544.72,9,{}
klv_cust6588316233,user1196@example.com,+15551689137,Alice,Patel,Los Angeles,CA,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2022-03-25 07:35:07,2024-03-29 10:26:06,280.41,1338.99,low,unknown,33.9,43.83,669.72,2025-05-18 11:08:16,475.41,4,{}
klv_cust3117951204,user1197@example.com,+15557435363,Bob,Chen,Sydney,ON,India,America/New_York,social,{},subscribed,True,False,2023-04-30 21:07:08,2024-03-30 17:35:24,257.43,905.77,low,female,94.3,101.38,462.01,2025-08-09 23:07:45,238.77,1,{}
klv_cust1271730355,user1198@example.com,+15554860907,Bob,Jones,London,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2022-06-23 23:27:23,2024-06-29 17:02:20,148.79,539.81,low,unknown,63.5,57.08,233.53,2025-04-08 12:36:41,250.36,3,{}
klv_cust7161887665,user1199@example.com,+15552075974,Bob,Kim,Los Angeles,NSW,United States,America/New_York,shopify,{},subscribed,True,False,2023-06-27 05:30:16,2024-09-01 19:00:42,56.87,261.99,winback,unknown,87.0,59.82,82.32,2025-04-26 23:56:22,458.81,6,{}
klv_cust7103588071,user1200@example.com,+15558038833,Eve,Jones,Los Angeles,Greater London,United States,America/New_York,social,{},subscribed,True,True,2022-05-16 01:52:18,2024-03-13 03:29:30,163.82,676.72,low,unknown,113.6,54.24,86.73,2025-08-03 10:36:22,236.97,11,{}
klv_cust5625342041,user1201@example.com,+15557558999,Alice,Jones,Toronto,ON,United States,America/New_York,landing_page,{},subscribed,True,False,2022-06-23 00:32:17,2024-03-31 19:38:28,103.54,359.88,low,male,97.3,109.23,65.33,2025-06-27 10:16:15,411.76,7,{}
klv_cust7979466538,user1202@example.com,+15559372918,Eve,Smith,Los Angeles,ON,United States,America/New_York,landing_page,{},subscribed,True,True,2022-10-11 20:11:25,2024-06-30 23:16:40,299.3,850.32,medium,male,47.1,42.78,223.83,2025-10-12 09:06:29,92.97,9,{}
klv_cust6134840512,user1203@example.com,+15554565592,Alice,Kim,London,CA,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2022-02-05 15:04:21,2024-06-13 00:54:00,147.15,576.0,high,unknown,65.8,42.23,579.66,2025-11-08 10:19:23,346.8,11,{}
klv_cust1459442845,user1204@example.com,+15554635650,Alice,Smith,Toronto,NSW,Canada,America/New_York,shopify,{},subscribed,True,True,2022-08-07 23:14:51,2025-02-08 23:25:44,52.37,165.96,high,male,41.1,87.0,127.22,2025-05-06 13:23:59,183.77,4,{}
klv_cust2308496151,user1205@example.com,+15555564964,Carol,Smith,Los Angeles,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-01-20 18:43:56,2024-03-26 11:18:39,331.84,1459.49,medium,female,41.0,110.05,266.57,2025-10-31 08:00:32,121.43,11,{}
klv_cust9370133032,user1206@example.com,+15554868933,Alice,Chen,New York,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2022-11-16 03:56:40,2024-05-15 04:21:52,52.48,261.39,high,unknown,58.6,44.13,351.74,2025-12-11 22:12:24,485.82,12,{}
klv_cust7958672456,user1207@example.com,+15556174121,Alice,Chen,Los Angeles,NY,United States,America/New_York,shopify,{},subscribed,True,True,2022-01-22 06:50:21,2024-10-27 22:31:04,141.51,519.04,low,male,90.6,108.59,188.06,2025-09-09 17:52:49,474.83,4,{}
klv_cust6710338189,user1208@example.com,+15557723545,David,Kim,New York,CA,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-07-21 07:44:42,2024-03-31 12:35:39,251.6,640.76,high,unknown,69.2,66.0,456.53,2025-05-15 18:32:48,412.74,10,{}
klv_cust6732648420,user1209@example.com,+15556264243,Bob,Patel,London,ON,United States,America/New_York,social,{},subscribed,True,False,2023-02-25 12:10:14,2024-08-07 08:36:48,216.72,655.72,medium,female,99.0,113.12,181.32,2025-06-09 11:25:43,445.91,2,{}
klv_cust5879617459,user1210@example.com,+15554511336,Bob,Jones,Toronto,NSW,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-09-12 09:06:03,2025-02-18 12:58:56,81.0,229.36,medium,unknown,38.7,38.3,658.7,2025-12-23 04:53:33,88.89,7,{}
klv_cust6157617867,user1211@example.com,+15559369901,Eve,Jones,Sydney,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-12-09 06:17:52,2024-12-19 07:38:43,117.85,566.0,low,female,86.9,106.72,313.97,2025-11-27 01:34:28,126.59,6,{}
klv_cust2349406919,user1212@example.com,+15554414426,Carol,Smith,Toronto,CA,United States,America/New_York,social,{},subscribed,True,True,2023-11-09 03:56:44,2024-12-15 06:32:43,292.94,799.05,medium,male,102.4,115.07,199.27,2025-09-15 16:32:05,216.03,8,{}
klv_cust9437783771,user1213@example.com,+15554913428,Alice,Jones,Sydney,ON,United States,America/New_York,landing_page,{},subscribed,False,False,2022-10-21 22:42:15,2024-09-11 11:53:08,22.72,97.17,low,male,117.6,118.47,116.19,2025-08-20 02:55:44,565.57,4,{}
klv_cust9455610447,user1214@example.com,+15552854602,Alice,Smith,Toronto,Greater London,India,America/New_York,shopify,{},subscribed,True,True,2022-04-17 06:01:45,2024-10-25 20:35:00,31.35,88.45,medium,unknown,42.8,84.63,188.4,2025-11-24 03:34:48,349.61,1,{}
klv_cust6336171726,user1215@example.com,+15556265433,Alice,Chen,London,NSW,United States,America/New_York,social,{},subscribed,True,False,2022-09-11 11:53:10,2024-01-12 08:18:08,110.09,389.9,high,unknown,84.4,87.49,436.39,2025-04-09 04:27:36,338.66,7,{}
klv_cust6910112521,user1216@example.com,+15552442724,Eve,Smith,New York,NSW,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-10-20 06:58:29,2024-07-03 11:08:19,64.96,309.24,medium,unknown,69.7,115.56,493.25,2025-06-19 03:49:10,375.08,3,{}
klv_cust6982610835,user1217@example.com,+15553624370,Eve,Smith,Los Angeles,CA,India,America/New_York,social,{},subscribed,True,True,2023-11-24 10:28:36,2024-10-24 00:55:04,255.13,1110.03,winback,unknown,40.5,35.47,210.29,2025-06-26 20:51:12,535.59,12,{}
klv_cust3421719519,user1218@example.com,+15557254926,David,Kim,Toronto,Greater London,Canada,America/New_York,landing_page,{},subscribed,True,True,2022-01-26 13:00:33,2024-12-14 09:06:58,129.96,580.46,low,male,106.0,39.31,699.7,2025-07-28 16:07:17,528.0,11,{}
klv_cust3343459102,user1219@example.com,+15558020973,Eve,Smith,New York,ON,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2022-10-15 03:48:15,2024-12-14 21:16:13,280.63,851.51,winback,female,74.9,94.54,153.22,2025-07-11 03:08:16,242.74,11,{}
klv_cust3362657890,user1220@example.com,+15554298287,Eve,Kim,Los Angeles,CA,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2022-07-23 06:03:49,2024-05-19 14:07:05,283.15,848.23,high,female,90.1,87.83,501.51,2025-09-05 04:21:21,161.88,8,{}
klv_cust4042413312,user1221@example.com,+15553397134,Bob,Patel,Sydney,ON,United States,America/New_York,shopify,{},subscribed,True,False,2022-08-06 20:46:57,2024-06-06 08:06:58,322.44,918.13,medium,unknown,106.1,60.41,375.72,2025-05-29 13:37:11,343.2,3,{}
klv_cust3975704877,user1222@example.com,+15558494403,Carol,Kim,Toronto,ON,Australia,America/New_York,social,{},subscribed,True,False,2023-07-19 10:11:33,2024-11-29 09:35:38,265.31,1075.69,medium,female,38.9,67.01,104.37,2025-10-23 01:28:15,587.04,11,{}
klv_cust3144490990,user1223@example.com,+15553120085,Eve,Jones,Los Angeles,NY,United States,America/New_York,shopify,{},subscribed,True,False,2022-07-18 21:05:41,2024-05-31 22:59:32,269.19,996.38,low,male,46.8,51.81,204.86,2025-07-02 20:12:57,256.32,10,{}
klv_cust8015124886,user1224@example.com,+15554795411,Bob,Jones,Los Angeles,NY,United States,America/New_York,social,{},subscribed,True,True,2022-08-30 04:55:33,2024-02-15 11:42:50,279.0,965.82,high,female,39.8,81.49,324.96,2025-12-06 10:18:56,515.56,10,{}
klv_cust6334440295,user1225@example.com,+15557109998,Alice,Smith,London,Greater London,Australia,America/New_York,landing_page,{},subscribed,True,False,2023-11-08 01:38:15,2024-05-10 20:49:05,245.25,1007.62,medium,female,104.2,55.8,273.69,2025-09-23 11:34:23,106.14,7,{}
klv_cust3828935922,user1226@example.com,+15552068021,David,Kim,Los Angeles,NSW,United States,America/New_York,landing_page,{},subscribed,True,False,2023-08-02 12:59:10,2024-12-28 20:36:31,332.63,1426.64,medium,unknown,68.2,113.75,487.22,2025-10-18 11:51:03,59.92,5,{}
klv_cust8366884200,user1227@example.com,+15558135785,Alice,Jones,Sydney,Greater London,United States,America/New_York,landing_page,{},subscribed,True,False,2022-04-13 10:39:35,2024-04-21 03:49:06,91.52,272.99,low,female,40.2,86.7,403.68,2025-08-12 03:03:38,128.83,7,{}
klv_cust8684026200,user1228@example.com,+15559571688,Eve,Kim,Los Angeles,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2023-08-01 15:09:51,2024-05-23 13:05:01,118.8,344.23,high,male,113.8,92.96,734.13,2025-08-18 03:06:57,363.32,6,{}
klv_cust5612645121,user1229@example.com,+15556917550,Carol,Chen,Sydney,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2023-08-08 21:49:52,2025-02-01 06:56:41,217.83,827.2,winback,female,79.8,57.89,616.62,2025-06-07 12:41:56,60.72,1,{}
klv_cust8265834251,user1230@example.com,+15555926805,David,Chen,Sydney,Greater London,United States,America/New_York,shopify,{},subscribed,False,True,2022-06-05 22:34:35,2024-11-21 08:02:13,226.12,575.89,low,unknown,78.4,101.85,561.87,2025-07-18 03:42:20,147.64,1,{}
klv_cust3334938378,user1231@example.com,+15554488331,Eve,Chen,Sydney,NY,United Kingdom,America/New_York,social,{},subscribed,True,False,2023-08-11 02:13:52,2024-01-12 12:15:18,211.52,930.04,low,female,54.7,59.41,584.98,2025-08-26 21:12:22,473.86,7,{}
klv_cust1364994639,user1232@example.com,+15556928298,Eve,Jones,Sydney,CA,Australia,America/New_York,social,{},subscribed,True,True,2022-07-14 00:49:56,2024-06-25 18:45:08,202.67,909.03,medium,male,60.6,118.7,85.93,2025-06-18 23:08:30,108.24,6,{}
klv_cust4302632494,user1233@example.com,+15558384770,Alice,Patel,London,NSW,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-06-10 17:02:58,2024-02-20 14:44:03,280.32,1177.48,medium,unknown,32.7,58.6,786.59,2025-04-14 04:53:21,575.42,5,{}
klv_cust2524751277,user1234@example.com,+15551090103,Alice,Kim,New York,NSW,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-05-22 06:17:08,2024-05-24 19:22:25,98.32,442.37,low,unknown,90.8,102.23,600.71,2025-08-13 12:06:16,471.51,11,{}
klv_cust9780187424,user1235@example.com,+15553870674,Bob,Patel,New York,CA,United States,America/New_York,social,{},subscribed,True,False,2022-04-28 05:01:20,2025-01-15 11:47:11,239.49,689.06,low,male,103.4,48.98,650.81,2025-05-04 03:44:08,194.9,12,{}
klv_cust8527715219,user1236@example.com,+15553937441,Carol,Patel,London,CA,Australia,America/New_York,landing_page,{},subscribed,True,True,2022-12-05 18:43:22,2024-01-23 22:45:33,293.31,1268.54,high,female,60.5,40.62,452.87,2025-08-05 21:49:48,514.46,7,{}
klv_cust2848792488,user1237@example.com,+15557190719,David,Chen,Toronto,Greater London,United States,America/New_York,shopify,{},subscribed,True,False,2023-04-25 02:16:47,2024-03-16 04:33:40,100.05,490.07,low,unknown,44.4,114.39,153.53,2025-12-22 21:36:47,377.47,4,{}
klv_cust1045302356,user1238@example.com,+15559235757,Carol,Chen,London,NY,United States,America/New_York,shopify,{},subscribed,True,False,2022-10-19 05:23:35,2024-10-23 01:29:38,112.26,506.69,low,unknown,71.4,37.28,698.84,2025-09-05 23:15:35,212.57,6,{}
klv_cust2111272861,user1239@example.com,+15556106360,Bob,Patel,Toronto,CA,United Kingdom,America/New_York,shopify,{},subscribed,False,False,2023-05-31 15:07:12,2024-01-10 15:14:20,187.38,890.07,winback,female,49.4,78.67,142.94,2025-10-04 22:48:15,235.89,8,{}
klv_cust3470617247,user1240@example.com,+15551314434,Bob,Smith,Toronto,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2023-06-25 02:51:33,2024-07-09 22:04:20,311.8,1224.84,low,female,106.1,78.31,464.66,2025-12-13 04:05:57,438.18,6,{}
klv_cust7209571615,user1241@example.com,+15559333459,Carol,Smith,New York,ON,Canada,America/New_York,social,{},subscribed,False,False,2023-02-22 09:34:13,2024-08-12 19:04:12,306.03,826.62,low,unknown,111.8,83.74,147.47,2025-06-07 11:09:42,314.45,7,{}
klv_cust6974875750,user1242@example.com,+15555965551,Bob,Kim,New York,ON,United States,America/New_York,shopify,{},subscribed,True,False,2023-08-29 01:58:20,2024-12-20 12:08:27,216.28,776.83,high,unknown,99.9,118.83,283.71,2025-08-23 00:13:30,144.91,9,{}
klv_cust3149484176,user1243@example.com,+15556846475,Carol,Kim,Toronto,CA,Canada,America/New_York,landing_page,{},subscribed,True,False,2023-06-20 19:55:40,2025-01-17 21:04:15,206.65,993.28,medium,unknown,80.6,88.79,468.35,2025-07-23 12:52:03,283.66,6,{}
klv_cust5400463094,user1244@example.com,+15552167430,Eve,Kim,New York,CA,United States,America/New_York,social,{},subscribed,True,False,2023-11-17 20:28:24,2024-01-13 16:56:02,337.13,1664.61,low,male,94.1,119.36,396.24,2025-05-05 18:48:51,512.15,11,{}
klv_cust5744003377,user1245@example.com,+15559866584,Eve,Jones,London,NSW,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-04-21 10:03:06,2024-03-21 07:29:54,218.91,760.65,low,female,68.2,69.14,182.21,2025-11-16 07:15:07,396.17,11,{}
klv_cust5130589741,user1246@example.com,+15554357341,Bob,Smith,Sydney,NY,United States,America/New_York,shopify,{},subscribed,True,False,2023-11-27 22:22:43,2024-02-15 20:18:46,73.98,290.0,medium,male,60.8,65.03,351.93,2025-09-15 06:25:30,231.44,12,{}
klv_cust5903457537,user1247@example.com,+15554105131,Alice,Chen,Sydney,Greater London,United States,America/New_York,landing_page,{},subscribed,True,False,2022-05-29 08:42:18,2024-11-19 11:06:00,77.54,203.71,low,unknown,63.5,51.05,608.2,2025-04-10 14:34:50,91.79,5,{}
klv_cust6634526139,user1248@example.com,+15555173232,Eve,Kim,Sydney,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-12-26 10:15:46,2024-08-28 15:32:07,66.55,181.73,winback,female,84.7,54.41,337.64,2025-06-29 07:39:51,254.6,2,{}
klv_cust7369118672,user1249@example.com,+15556005433,David,Chen,New York,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2022-04-12 20:56:08,2024-08-05 02:04:55,316.47,1550.77,low,male,86.5,40.0,567.62,2025-07-14 07:06:42,268.99,2,{}
klv_cust3045102506,user1250@example.com,+15551939693,Eve,Kim,Los Angeles,Greater London,United States,America/New_York,social,{},subscribed,False,True,2022-11-28 14:58:25,2024-02-24 15:05:57,245.05,1096.25,medium,male,68.3,36.59,570.07,2025-09-16 01:44:16,305.0,10,{}
klv_cust8287542751,user1251@example.com,+15556273136,Carol,Chen,New York,ON,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2022-06-06 06:41:10,2024-11-04 06:41:26,134.27,637.03,winback,male,91.4,63.08,320.74,2025-11-01 16:18:46,80.1,1,{}
klv_cust2369705770,user1252@example.com,+15551005380,Alice,Jones,New York,Greater London,United States,America/New_York,landing_page,{},subscribed,True,False,2022-08-31 00:38:10,2024-08-08 20:08:37,171.27,658.96,low,male,83.4,52.43,559.5,2025-07-28 16:58:18,565.21,7,{}
klv_cust2289624427,user1253@example.com,+15552787685,Eve,Jones,London,CA,United States,America/New_York,social,{},subscribed,True,False,2022-02-17 18:16:01,2024-04-17 02:04:26,105.13,467.06,medium,unknown,95.1,116.33,715.97,2025-11-30 16:16:22,523.62,12,{}
klv_cust1494287462,user1254@example.com,+15551649724,David,Jones,New York,ON,United States,America/New_York,landing_page,{},subscribed,True,True,2022-01-25 13:09:04,2024-04-16 17:20:01,324.43,1514.02,high,unknown,78.1,39.58,662.39,2025-12-13 17:09:56,200.32,8,{}
klv_cust8942167666,user1255@example.com,+15553965181,Eve,Smith,Toronto,NY,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2023-06-01 22:51:19,2024-12-15 20:25:40,345.89,1221.38,winback,female,91.3,52.12,244.19,2025-05-20 11:07:14,409.33,2,{}
klv_cust3783009621,user1256@example.com,+15558854802,Eve,Jones,Toronto,NSW,United States,America/New_York,shopify,{},subscribed,True,False,2022-04-23 21:02:11,2024-11-29 08:16:04,198.3,606.64,medium,female,98.2,83.68,592.07,2025-11-11 07:03:40,155.73,11,{}
klv_cust5982744929,user1257@example.com,+15556635009,Carol,Chen,Toronto,CA,Australia,America/New_York,shopify,{},subscribed,True,True,2022-06-28 19:32:17,2024-04-14 18:30:43,270.07,979.74,medium,male,56.7,59.76,531.11,2025-11-14 00:59:01,233.21,6,{}
klv_cust7699500243,user1258@example.com,+15554480449,Alice,Jones,Sydney,CA,United States,America/New_York,social,{},subscribed,True,False,2022-04-19 16:50:50,2024-05-27 13:40:36,161.33,646.84,low,unknown,120.0,56.6,779.39,2025-09-02 17:43:03,442.4,2,{}
klv_cust9411532909,user1259@example.com,+15556129951,Bob,Patel,Sydney,NY,United States,America/New_York,landing_page,{},subscribed,True,True,2023-09-16 23:11:56,2025-02-26 06:50:02,282.73,1383.02,low,unknown,77.3,59.0,61.72,2025-07-12 02:57:11,134.51,11,{}
klv_cust1792214339,user1260@example.com,+15555822157,Bob,Jones,Sydney,Greater London,United States,America/New_York,social,{},subscribed,True,True,2023-05-04 11:30:17,2024-11-15 19:31:44,260.1,1017.22,medium,female,94.3,100.33,734.72,2025-11-08 13:50:58,54.71,10,{}
klv_cust7150970643,user1261@example.com,+15557446078,Bob,Jones,London,NSW,Australia,America/New_York,landing_page,{},subscribed,False,False,2023-03-18 09:52:21,2024-11-04 15:03:36,81.88,351.79,low,unknown,78.6,99.59,203.8,2025-11-09 02:53:38,316.35,11,{}
klv_cust9715314442,user1262@example.com,+15552852107,Eve,Jones,Toronto,ON,United States,America/New_York,social,{},subscribed,True,False,2022-09-24 03:14:20,2024-10-01 04:04:06,99.13,478.12,low,unknown,92.9,105.81,765.05,2025-04-13 11:29:52,292.04,2,{}
klv_cust6142469284,user1263@example.com,+15555789250,David,Patel,London,CA,United States,America/New_York,social,{},subscribed,False,True,2022-01-20 15:39:20,2024-06-05 01:47:59,280.1,1058.73,low,female,96.2,114.38,628.62,2025-07-02 08:32:13,308.79,9,{}
klv_cust7838460497,user1264@example.com,+15559112155,Carol,Chen,Los Angeles,ON,United States,America/New_York,shopify,{},subscribed,True,True,2022-11-14 17:08:20,2025-01-13 10:17:29,304.89,819.86,medium,unknown,95.5,87.44,756.6,2025-11-24 19:17:37,476.64,4,{}
