id,name,email,phone,customer_id,financial_status,fulfillment_status,currency,total_price,subtotal_price,total_discounts,total_tax,total_shipping,total_refunds,net_payment,billing_address,shipping_address,shipping_country,shipping_country_code,line_items,discount_codes,refunds,fulfillments,transactions,tags,note,source_name,landing_site,referring_site,utm_source,utm_medium,utm_campaign,utm_content,utm_term,cancelled_at,cancel_reason,closed_at,processed_at,created_at,updated_at,customer_orders_count,customer_total_spent
5003055,#ORD5003055,user1218@example.com,,cust3421719519,paid,fulfilled,USD,60.22,61.96,6.2,4.46,0.0,0.0,60.22,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,organic,camp_19,,,,,2024-10-31 17:44:20,2024-10-31 17:44:20,2024-10-31 17:44:20,2024-10-31 17:44:20,2,96.35
5003056,#ORD5003056,user1219@example.com,,cust3343459102,refunded,fulfilled,USD,44.57,33.98,0.0,2.72,7.87,0.0,44.57,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_10,,,,,2023-10-27 17:54:19,2023-10-27 17:54:19,2023-10-27 17:54:19,2023-10-27 17:54:19,1,35.66
5003057,#ORD5003057,user1219@example.com,,cust3343459102,paid,fulfilled,USD,69.06,55.98,0.0,4.48,8.6,0.0,69.06,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://email.com,email,organic,camp_4,,,,,2023-12-24 00:39:31,2023-12-24 00:39:31,2023-12-24 00:39:31,2023-12-24 00:39:31,2,110.5
5003058,#ORD5003058,user1219@example.com,,cust3343459102,pending,fulfilled,USD,27.13,16.99,0.0,1.36,8.78,0.0,27.13,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,email,camp_16,,,,,2024-02-03 14:49:22,2024-02-03 14:49:22,2024-02-03 14:49:22,2024-02-03 14:49:22,3,65.11
5003059,#ORD5003059,user1219@example.com,,cust3343459102,paid,fulfilled,USD,64.66,51.97,0.0,4.16,8.53,0.0,64.66,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_4,,,,,2025-01-26 23:43:23,2025-01-26 23:43:23,2025-01-26 23:43:23,2025-01-26 23:43:23,4,206.91
5003060,#ORD5003060,user1220@example.com,,cust3362657890,refunded,fulfilled,USD,22.41,14.99,1.5,1.08,7.84,0.0,22.41,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,social,camp_20,,,,,2023-03-01 01:09:00,2023-03-01 01:09:00,2023-03-01 01:09:00,2023-03-01 01:09:00,1,17.93
5003061,#ORD5003061,user1220@example.com,,cust3362657890,paid,fulfilled,USD,84.01,72.95,0.0,5.84,5.22,0.0,84.01,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,social,camp_12,,,,,2023-06-10 08:39:11,2023-06-10 08:39:11,2023-06-10 08:39:11,2023-06-10 08:39:11,2,134.42
5003062,#ORD5003062,user1220@example.com,,cust3362657890,refunded,fulfilled,USD,48.57,44.97,0.0,3.6,0.0,0.0,48.57,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,social,camp_15,,,,,2024-10-08 21:49:24,2024-10-08 21:49:24,2024-10-08 21:49:24,2024-10-08 21:49:24,3,116.57
5003063,#ORD5003063,user1221@example.com,,cust4042413312,paid,fulfilled,USD,52.89,48.97,0.0,3.92,0.0,0.0,52.89,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_15,,,,,2023-05-19 19:22:49,2023-05-19 19:22:49,2023-05-19 19:22:49,2023-05-19 19:22:49,1,42.31
5003064,#ORD5003064,user1221@example.com,,cust4042413312,paid,fulfilled,USD,68.78,52.96,0.0,4.24,11.58,0.0,68.78,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,social,camp_5,,,,,2024-11-24 17:10:21,2024-11-24 17:10:21,2024-11-24 17:10:21,2024-11-24 17:10:21,2,110.05
5003065,#ORD5003065,user1222@example.com,,cust3975704877,paid,fulfilled,USD,85.23,69.95,0.0,5.6,9.68,0.0,85.23,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,,camp_11,,,,,2024-01-22 14:34:57,2024-01-22 14:34:57,2024-01-22 14:34:57,2024-01-22 14:34:57,1,68.18
5003066,#ORD5003066,user1222@example.com,,cust3975704877,paid,fulfilled,USD,25.9,23.98,0.0,1.92,0.0,0.0,25.9,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_18,,,,,2024-10-23 23:36:53,2024-10-23 23:36:53,2024-10-23 23:36:53,2024-10-23 23:36:53,2,41.44
5003067,#ORD5003067,user1223@example.com,,cust3144490990,paid,fulfilled,USD,58.28,53.96,0.0,4.32,0.0,0.0,58.28,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,,camp_2,,,,,2023-10-24 07:13:48,2023-10-24 07:13:48,2023-10-24 07:13:48,2023-10-24 07:13:48,1,46.62
5003068,#ORD5003068,user1224@example.com,,cust8015124886,paid,fulfilled,USD,64.99,49.97,0.0,4.0,11.02,0.0,64.99,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,,camp_13,,,,,2024-07-08 20:53:10,2024-07-08 20:53:10,2024-07-08 20:53:10,2024-07-08 20:53:10,1,51.99
5003069,#ORD5003069,user1224@example.com,,cust8015124886,paid,fulfilled,USD,15.11,13.99,0.0,1.12,0.0,0.0,15.11,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,social,camp_13,,,,,2025-03-25 22:56:15,2025-03-25 22:56:15,2025-03-25 22:56:15,2025-03-25 22:56:15,2,24.18
5003070,#ORD5003070,user1225@example.com,,cust6334440295,paid,fulfilled,USD,70.36,55.96,0.0,4.48,9.92,0.0,70.36,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_20,,,,,2024-06-23 18:04:08,2024-06-23 18:04:08,2024-06-23 18:04:08,2024-06-23 18:04:08,1,56.29
5003071,#ORD5003071,user1226@example.com,,cust3828935922,paid,fulfilled,USD,69.95,71.97,7.2,5.18,0.0,0.0,69.95,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_4,,,,,2024-10-29 13:00:08,2024-10-29 13:00:08,2024-10-29 13:00:08,2024-10-29 13:00:08,1,55.96
5003072,#ORD5003072,user1226@example.com,,cust3828935922,paid,fulfilled,USD,58.29,53.97,0.0,4.32,0.0,0.0,58.29,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_14,,,,,2025-03-29 20:36:29,2025-03-29 20:36:29,2025-03-29 20:36:29,2025-03-29 20:36:29,2,93.26
5003073,#ORD5003073,user1227@example.com,,cust8366884200,paid,fulfilled,USD,23.7,13.99,0.0,1.12,8.59,0.0,23.7,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,organic,camp_18,,,,,2024-05-04 13:42:38,2024-05-04 13:42:38,2024-05-04 13:42:38,2024-05-04 13:42:38,1,18.96
5003074,#ORD5003074,user1227@example.com,,cust8366884200,paid,fulfilled,USD,22.68,14.99,0.0,1.2,6.49,0.0,22.68,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_11,,,,,2025-03-13 13:24:16,2025-03-13 13:24:16,2025-03-13 13:24:16,2025-03-13 13:24:16,2,36.29
5003075,#ORD5003075,user1228@example.com,,cust8684026200,paid,fulfilled,USD,91.75,74.97,0.0,6.0,10.78,0.0,91.75,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,email,camp_6,,,,,2023-04-15 11:50:02,2023-04-15 11:50:02,2023-04-15 11:50:02,2023-04-15 11:50:02,1,73.4
5003076,#ORD5003076,user1228@example.com,,cust8684026200,paid,fulfilled,USD,71.09,54.97,0.0,4.4,11.72,0.0,71.09,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,,camp_14,,,,,2024-09-22 19:42:15,2024-09-22 19:42:15,2024-09-22 19:42:15,2024-09-22 19:42:15,2,113.74
5003077,#ORD5003077,user1229@example.com,,cust5612645121,paid,fulfilled,USD,51.85,37.98,0.0,3.04,10.83,0.0,51.85,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,,camp_19,,,,,2023-07-02 11:21:58,2023-07-02 11:21:58,2023-07-02 11:21:58,2023-07-02 11:21:58,1,41.48
5003078,#ORD5003078,user1229@example.com,,cust5612645121,paid,fulfilled,USD,67.24,51.96,0.0,4.16,11.12,0.0,67.24,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_16,,,,,2023-07-13 10:09:36,2023-07-13 10:09:36,2023-07-13 10:09:36,2023-07-13 10:09:36,2,107.58
5003079,#ORD5003079,user1229@example.com,,cust5612645121,paid,fulfilled,USD,146.83,135.95,0.0,10.88,0.0,0.0,146.83,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_20,,,,,2024-01-04 02:49:03,2024-01-04 02:49:03,2024-01-04 02:49:03,2024-01-04 02:49:03,3,352.39
5003080,#ORD5003080,user1229@example.com,,cust5612645121,paid,fulfilled,USD,40.23,30.98,3.1,2.23,10.12,0.0,40.23,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,social,camp_16,,,,,2024-10-15 06:54:38,2024-10-15 06:54:38,2024-10-15 06:54:38,2024-10-15 06:54:38,4,128.74
5003081,#ORD5003081,user1230@example.com,,cust8265834251,paid,fulfilled,USD,41.47,27.98,0.0,2.24,11.25,0.0,41.47,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,social,camp_5,,,,,2024-01-04 10:18:03,2024-01-04 10:18:03,2024-01-04 10:18:03,2024-01-04 10:18:03,1,33.18
5003082,#ORD5003082,user1230@example.com,,cust8265834251,paid,fulfilled,USD,42.71,31.98,0.0,2.56,8.17,0.0,42.71,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,email,camp_10,,,,,2024-04-06 18:53:50,2024-04-06 18:53:50,2024-04-06 18:53:50,2024-04-06 18:53:50,2,68.34
5003083,#ORD5003083,user1230@example.com,,cust8265834251,paid,fulfilled,USD,84.89,66.96,0.0,5.36,12.57,0.0,84.89,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,email,camp_2,,,,,2024-11-06 22:49:11,2024-11-06 22:49:11,2024-11-06 22:49:11,2024-11-06 22:49:11,3,203.74
5003084,#ORD5003084,user1230@example.com,,cust8265834251,paid,fulfilled,USD,58.28,53.96,0.0,4.32,0.0,0.0,58.28,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,email,camp_2,,,,,2025-01-05 07:51:44,2025-01-05 07:51:44,2025-01-05 07:51:44,2025-01-05 07:51:44,4,186.5
5003085,#ORD5003085,user1230@example.com,,cust8265834251,paid,fulfilled,USD,26.29,16.99,0.0,1.36,7.94,0.0,26.29,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,social,camp_13,,,,,2025-03-16 01:01:31,2025-03-16 01:01:31,2025-03-16 01:01:31,2025-03-16 01:01:31,5,105.16
5003086,#ORD5003086,user1231@example.com,,cust3334938378,paid,fulfilled,USD,97.54,79.95,0.0,6.4,11.19,0.0,97.54,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_2,,,,,2023-01-20 03:15:09,2023-01-20 03:15:09,2023-01-20 03:15:09,2023-01-20 03:15:09,1,78.03
5003087,#ORD5003087,user1231@example.com,,cust3334938378,paid,fulfilled,USD,35.37,27.98,0.0,2.24,5.15,0.0,35.37,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,organic,camp_14,,,,,2023-09-26 10:41:09,2023-09-26 10:41:09,2023-09-26 10:41:09,2023-09-26 10:41:09,2,56.59
5003088,#ORD5003088,user1231@example.com,,cust3334938378,refunded,fulfilled,USD,162.11,139.94,0.0,11.2,10.97,0.0,162.11,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_10,,,,,2023-10-28 02:19:21,2023-10-28 02:19:21,2023-10-28 02:19:21,2023-10-28 02:19:21,3,389.06
5003089,#ORD5003089,user1232@example.com,,cust1364994639,paid,fulfilled,USD,94.42,79.95,0.0,6.4,8.07,0.0,94.42,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,organic,camp_16,,,,,2023-10-01 09:01:01,2023-10-01 09:01:01,2023-10-01 09:01:01,2023-10-01 09:01:01,1,75.54
5003090,#ORD5003090,user1232@example.com,,cust1364994639,refunded,fulfilled,USD,54.24,42.97,0.0,3.44,7.83,0.0,54.24,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,cpc,camp_4,,,,,2024-07-29 05:04:00,2024-07-29 05:04:00,2024-07-29 05:04:00,2024-07-29 05:04:00,2,86.78
5003091,#ORD5003091,user1233@example.com,,cust4302632494,paid,fulfilled,USD,73.21,68.96,6.9,4.96,6.19,0.0,73.21,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_3,,,,,2023-08-03 15:38:23,2023-08-03 15:38:23,2023-08-03 15:38:23,2023-08-03 15:38:23,1,58.57
5003092,#ORD5003092,user1233@example.com,,cust4302632494,paid,fulfilled,USD,75.56,69.96,0.0,5.6,0.0,0.0,75.56,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://email.com,email,organic,camp_3,,,,,2023-09-11 10:15:19,2023-09-11 10:15:19,2023-09-11 10:15:19,2023-09-11 10:15:19,2,120.9
5003093,#ORD5003093,user1234@example.com,,cust2524751277,paid,fulfilled,USD,53.29,48.97,4.9,3.53,5.69,0.0,53.29,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,email,camp_19,,,,,2023-06-12 11:23:57,2023-06-12 11:23:57,2023-06-12 11:23:57,2023-06-12 11:23:57,1,42.63
5003094,#ORD5003094,user1235@example.com,,cust9780187424,paid,fulfilled,USD,41.33,29.98,3.0,2.16,12.19,0.0,41.33,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,email,camp_9,,,,,2023-02-12 10:02:32,2023-02-12 10:02:32,2023-02-12 10:02:32,2023-02-12 10:02:32,1,33.06
5003095,#ORD5003095,user1235@example.com,,cust9780187424,paid,fulfilled,USD,48.57,44.97,0.0,3.6,0.0,0.0,48.57,{},{},DE,DE,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_10,,,,,2024-07-18 00:04:41,2024-07-18 00:04:41,2024-07-18 00:04:41,2024-07-18 00:04:41,2,77.71
5003096,#ORD5003096,user1236@example.com,,cust8527715219,refunded,fulfilled,USD,19.95,14.99,1.5,1.08,5.38,0.0,19.95,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,,camp_17,,,,,2023-03-30 00:03:27,2023-03-30 00:03:27,2023-03-30 00:03:27,2023-03-30 00:03:27,1,15.96
5003097,#ORD5003097,user1236@example.com,,cust8527715219,paid,fulfilled,USD,58.44,50.97,5.1,3.67,8.9,0.0,58.44,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_13,,,,,2023-06-20 18:23:29,2023-06-20 18:23:29,2023-06-20 18:23:29,2023-06-20 18:23:29,2,93.5
5003098,#ORD5003098,user1236@example.com,,cust8527715219,paid,fulfilled,USD,99.3,91.94,0.0,7.36,0.0,0.0,99.3,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,,camp_4,,,,,2024-06-18 19:26:26,2024-06-18 19:26:26,2024-06-18 19:26:26,2024-06-18 19:26:26,3,238.32
5003099,#ORD5003099,user1237@example.com,,cust2848792488,paid,fulfilled,USD,99.93,86.96,0.0,6.96,6.01,0.0,99.93,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,,camp_13,,,,,2024-06-07 12:21:04,2024-06-07 12:21:04,2024-06-07 12:21:04,2024-06-07 12:21:04,1,79.94
5003100,#ORD5003100,user1238@example.com,,cust1045302356,paid,fulfilled,USD,89.19,79.98,8.0,5.76,11.45,0.0,89.19,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,organic,camp_14,,,,,2023-07-27 03:36:29,2023-07-27 03:36:29,2023-07-27 03:36:29,2023-07-27 03:36:29,1,71.35
5003101,#ORD5003101,user1238@example.com,,cust1045302356,paid,fulfilled,USD,16.19,14.99,0.0,1.2,0.0,0.0,16.19,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_2,,,,,2023-10-11 01:39:01,2023-10-11 01:39:01,2023-10-11 01:39:01,2023-10-11 01:39:01,2,25.9
5003102,#ORD5003102,user1238@example.com,,cust1045302356,refunded,fulfilled,USD,37.08,29.98,3.0,2.16,7.94,0.0,37.08,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,cpc,camp_1,,,,,2024-12-15 20:53:09,2024-12-15 20:53:09,2024-12-15 20:53:09,2024-12-15 20:53:09,3,88.99
5003103,#ORD5003103,user1238@example.com,,cust1045302356,paid,fulfilled,USD,37.57,23.98,0.0,1.92,11.67,0.0,37.57,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_4,,,,,2025-01-01 18:10:36,2025-01-01 18:10:36,2025-01-01 18:10:36,2025-01-01 18:10:36,4,120.22
5003104,#ORD5003104,user1239@example.com,,cust2111272861,paid,fulfilled,USD,51.48,35.98,0.0,2.88,12.62,0.0,51.48,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,cpc,camp_1,,,,,2023-01-14 23:11:47,2023-01-14 23:11:47,2023-01-14 23:11:47,2023-01-14 23:11:47,1,41.18
5003105,#ORD5003105,user1239@example.com,,cust2111272861,paid,fulfilled,USD,110.04,95.94,0.0,7.68,6.42,0.0,110.04,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,cpc,camp_8,,,,,2024-03-29 07:32:02,2024-03-29 07:32:02,2024-03-29 07:32:02,2024-03-29 07:32:02,2,176.06
5003106,#ORD5003106,user1239@example.com,,cust2111272861,paid,fulfilled,USD,91.78,76.95,0.0,6.16,8.67,0.0,91.78,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,organic,camp_16,,,,,2024-09-20 09:22:23,2024-09-20 09:22:23,2024-09-20 09:22:23,2024-09-20 09:22:23,3,220.27
5003107,#ORD5003107,user1239@example.com,,cust2111272861,paid,fulfilled,USD,57.17,47.97,0.0,3.84,5.36,0.0,57.17,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,email,camp_4,,,,,2025-01-23 16:14:16,2025-01-23 16:14:16,2025-01-23 16:14:16,2025-01-23 16:14:16,4,182.94
5003108,#ORD5003108,user1240@example.com,,cust3470617247,pending,fulfilled,USD,81.89,65.96,0.0,5.28,10.65,0.0,81.89,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,organic,camp_12,,,,,2023-09-30 13:39:52,2023-09-30 13:39:52,2023-09-30 13:39:52,2023-09-30 13:39:52,1,65.51
5003109,#ORD5003109,user1241@example.com,,cust7209571615,paid,fulfilled,USD,68.96,70.95,7.1,5.11,0.0,0.0,68.96,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,organic,camp_10,,,,,2023-04-29 19:10:32,2023-04-29 19:10:32,2023-04-29 19:10:32,2023-04-29 19:10:32,1,55.17
5003110,#ORD5003110,user1241@example.com,,cust7209571615,pending,fulfilled,USD,103.27,89.94,0.0,7.2,6.13,0.0,103.27,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,email,camp_4,,,,,2024-06-06 17:40:52,2024-06-06 17:40:52,2024-06-06 17:40:52,2024-06-06 17:40:52,2,165.23
5003111,#ORD5003111,user1241@example.com,,cust7209571615,paid,fulfilled,USD,37.35,28.98,0.0,2.32,6.05,0.0,37.35,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_18,,,,,2024-08-13 18:48:59,2024-08-13 18:48:59,2024-08-13 18:48:59,2024-08-13 18:48:59,3,89.64
5003112,#ORD5003112,user1242@example.com,,cust6974875750,paid,fulfilled,USD,99.32,91.96,0.0,7.36,0.0,0.0,99.32,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,,camp_6,,,,,2023-01-02 14:54:58,2023-01-02 14:54:58,2023-01-02 14:54:58,2023-01-02 14:54:58,1,79.46
5003113,#ORD5003113,user1242@example.com,,cust6974875750,paid,fulfilled,USD,38.58,26.98,0.0,2.16,9.44,0.0,38.58,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_10,,,,,2023-09-28 02:35:09,2023-09-28 02:35:09,2023-09-28 02:35:09,2023-09-28 02:35:09,2,61.73
5003114,#ORD5003114,user1242@example.com,,cust6974875750,paid,fulfilled,USD,94.98,87.94,0.0,7.04,0.0,0.0,94.98,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,organic,camp_7,,,,,2023-09-30 22:47:55,2023-09-30 22:47:55,2023-09-30 22:47:55,2023-09-30 22:47:55,3,227.95
5003115,#ORD5003115,user1242@example.com,,cust6974875750,paid,fulfilled,USD,90.14,72.96,0.0,5.84,11.34,0.0,90.14,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,cpc,camp_10,,,,,2024-03-29 07:38:54,2024-03-29 07:38:54,2024-03-29 07:38:54,2024-03-29 07:38:54,4,288.45
5003116,#ORD5003116,user1242@example.com,,cust6974875750,paid,fulfilled,USD,96.98,91.97,9.2,6.62,7.59,0.0,96.98,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,,camp_18,,,,,2024-05-14 17:27:37,2024-05-14 17:27:37,2024-05-14 17:27:37,2024-05-14 17:27:37,5,387.92
5003117,#ORD5003117,user1242@example.com,,cust6974875750,paid,fulfilled,USD,64.46,47.97,0.0,3.84,12.65,0.0,64.46,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,social,camp_13,,,,,2025-01-13 04:13:56,2025-01-13 04:13:56,2025-01-13 04:13:56,2025-01-13 04:13:56,6,309.41
5003118,#ORD5003118,user1243@example.com,,cust3149484176,paid,fulfilled,USD,37.6,29.98,0.0,2.4,5.22,0.0,37.6,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,email,camp_13,,,,,2024-04-14 12:50:33,2024-04-14 12:50:33,2024-04-14 12:50:33,2024-04-14 12:50:33,1,30.08
5003119,#ORD5003119,user1243@example.com,,cust3149484176,paid,fulfilled,USD,69.19,53.96,0.0,4.32,10.91,0.0,69.19,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_7,,,,,2025-03-08 02:06:06,2025-03-08 02:06:06,2025-03-08 02:06:06,2025-03-08 02:06:06,2,110.7
5003120,#ORD5003120,user1243@example.com,,cust3149484176,paid,fulfilled,USD,36.7,33.98,0.0,2.72,0.0,0.0,36.7,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_15,,,,,2025-03-21 21:41:42,2025-03-21 21:41:42,2025-03-21 21:41:42,2025-03-21 21:41:42,3,88.08
5003121,#ORD5003121,user1244@example.com,,cust5400463094,paid,fulfilled,USD,69.14,57.98,0.0,4.64,6.52,0.0,69.14,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_5,,,,,2023-04-29 18:44:51,2023-04-29 18:44:51,2023-04-29 18:44:51,2023-04-29 18:44:51,1,55.31
5003122,#ORD5003122,user1244@example.com,,cust5400463094,paid,fulfilled,USD,46.77,32.98,0.0,2.64,11.15,0.0,46.77,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_4,,,,,2023-07-03 01:11:32,2023-07-03 01:11:32,2023-07-03 01:11:32,2023-07-03 01:11:32,2,74.83
5003123,#ORD5003123,user1244@example.com,,cust5400463094,paid,fulfilled,USD,46.01,41.97,4.2,3.02,5.22,0.0,46.01,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,cpc,camp_1,,,,,2023-09-30 07:43:53,2023-09-30 07:43:53,2023-09-30 07:43:53,2023-09-30 07:43:53,3,110.42
5003124,#ORD5003124,user1244@example.com,,cust5400463094,paid,fulfilled,USD,79.89,65.97,0.0,5.28,8.64,0.0,79.89,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_16,,,,,2025-01-13 21:08:11,2025-01-13 21:08:11,2025-01-13 21:08:11,2025-01-13 21:08:11,4,255.65
5003125,#ORD5003125,user1244@example.com,,cust5400463094,paid,fulfilled,USD,61.52,56.96,0.0,4.56,0.0,0.0,61.52,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,,camp_11,,,,,2025-02-14 03:42:47,2025-02-14 03:42:47,2025-02-14 03:42:47,2025-02-14 03:42:47,5,246.08
5003126,#ORD5003126,user1245@example.com,,cust5744003377,paid,fulfilled,USD,99.3,91.94,0.0,7.36,0.0,0.0,99.3,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_17,,,,,2023-03-03 02:14:32,2023-03-03 02:14:32,2023-03-03 02:14:32,2023-03-03 02:14:32,1,79.44
5003127,#ORD5003127,user1245@example.com,,cust5744003377,paid,fulfilled,USD,65.08,66.96,6.7,4.82,0.0,0.0,65.08,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,,camp_1,,,,,2024-09-03 21:08:43,2024-09-03 21:08:43,2024-09-03 21:08:43,2024-09-03 21:08:43,2,104.13
5003128,#ORD5003128,user1245@example.com,,cust5744003377,paid,fulfilled,USD,17.27,15.99,0.0,1.28,0.0,0.0,17.27,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,social,camp_12,,,,,2024-12-11 18:24:23,2024-12-11 18:24:23,2024-12-11 18:24:23,2024-12-11 18:24:23,3,41.45
5003129,#ORD5003129,user1246@example.com,,cust5130589741,paid,fulfilled,USD,170.73,151.94,0.0,12.16,6.63,0.0,170.73,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,social,camp_16,,,,,2023-02-28 15:52:29,2023-02-28 15:52:29,2023-02-28 15:52:29,2023-02-28 15:52:29,1,136.58
5003130,#ORD5003130,user1246@example.com,,cust5130589741,paid,fulfilled,USD,128.47,109.96,0.0,8.8,9.71,0.0,128.47,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_18,,,,,2023-07-18 00:14:11,2023-07-18 00:14:11,2023-07-18 00:14:11,2023-07-18 00:14:11,2,205.55
5003131,#ORD5003131,user1247@example.com,,cust5903457537,paid,fulfilled,USD,61.11,44.97,0.0,3.6,12.54,0.0,61.11,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,,camp_7,,,,,2023-12-16 12:05:47,2023-12-16 12:05:47,2023-12-16 12:05:47,2023-12-16 12:05:47,1,48.89
